Date,Year,Time,nestlingID,Color,NID,Habitat,Site,Individual.ID,Nestling.FWB,Female.FWB,Male.FWB,Male.Band.Combo,Egg.Mass,Young.Day,Old.Day,Day,Species,Mass,Tarsus.1,Tarsus.2,Tarsus.3,Tarsus.Average,Wingchord,wingchord.2,Wingchord.3,Wingchord.average,total.pin,pin.once.broken,feather.once.broken,Bill.Width,Bill.Length,Bill.Depth,tail.pin,Tail,Head,Measure,nest.para,nest.fate,nest.predation,bhco.nestling,bhco.hab
5/22/2018,2018,11:30,05SJL18_KG,KG,05SJL18,Urban,South VT,201803SOSP,277149467,NA,277149426,,NA,10,11,11,SOSP,14.9,21.1,21,21,21.03333333,NA,NA,NA,34,25.7,15.4,10.3,4.9,4.4,4.7,NA,NA,NA,SJL,no,success,no,no,urban.no
5/22/2018,2018,11:30,05SJL18_GG,GG,05SJL18,Urban,South VT,201802SOSP,277149468,NA,277149426,,NA,10,11,11,SOSP,16.8,22.4,22,22.3,22.23333333,NA,NA,NA,41.8,27.3,9.2,18.1,6.1,4.4,5.2,NA,NA,NA,SJL,no,success,no,no,urban.no
4/29/2021,2021,10:35,05SJL21_GG,GG,05SJL21,Urban,South VT,,NA,157121467,164192409,,NA,0,1,1,SOSP,2.8,8.09,8.12,8.1,8.103333333,7.09,6.98,6.87,6.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,success,no,no,urban.no
4/29/2021,2021,10:35,05SJL21_KK,KK,05SJL21,Urban,South VT,,NA,157121467,164192409,,NA,0,1,1,SOSP,4.2,9.23,9.17,9.02,9.14,8.45,8.6,7.86,8.303333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
4/29/2021,2021,10:35,05SJL21_RR,RR,05SJL21,Urban,South VT,,NA,157121467,164192409,,NA,0,1,1,SOSP,4.4,9.56,9.55,9.51,9.54,8.6,8.84,8.8,8.746666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,success,no,no,urban.no
5/4/2021,2021,10:32,05SJL21_RR,RR,05SJL21,Urban,South VT,,NA,157121467,164192409,,NA,5,6,6,SOSP,15,16.54,16.05,16.34,16.31,25.57,NA,NA,25.57,14.37,13,1.06,4.84,4.32,4.35,NA,3.31,19.25,IJV,no,success,no,no,urban.no
5/4/2021,2021,10:35,05SJL21_GG,GG,05SJL21,Urban,South VT,,NA,157121467,164192409,,NA,5,6,6,SOSP,12.2,17.83,17.71,17.79,17.77666667,22.13,NA,NA,22.13,9.05,NA,NA,4.2,4.3,4,NA,NA,18.13,NA,no,success,no,no,urban.no
5/4/2021,2021,,05SJL21_KK,KK,05SJL21,Urban,South VT,,NA,157121467,164192409,,NA,5,6,6,SOSP,13.9,20.16,20.23,20.1,20.16333333,25.75,NA,NA,25.75,14.61,12.74,2.04,4.28,4.19,2.83,NA,NA,17.97,NA,no,success,no,no,urban.no
5/7/2021,2021,,05SJL21_RR,RR,05SJL21,Urban,Radford,,157121461,,,,NA,9,9,9,SOSP,18.1,20.27,20.39,20.15,20.27,35.54,NA,NA,35.54,26.5,12.71,13.97,4.62,5.02,4.46,NA,7.35,19.88,IJV,no,success,no,no,urban.no
5/7/2021,2021,,05SJL21_GG,GG,05SJL21,Urban,South VT,,282192972,157121467,164192409,,NA,8,9,9,SOSP,14.7,17.32,17.47,16.49,17.09333333,29.51,NA,NA,29.51,21.84,8.22,4.82,3.88,3.63,2.62,NA,2.89,18.18,NA,no,success,no,no,urban.no
5/7/2021,2021,,05SJL21_KK,KK,05SJL21,Urban,South VT,,282192973,157121467,164192409,,NA,8,9,9,SOSP,NA,20.16,20.64,20.88,20.56,38.15,NA,NA,38.15,23.4,11.25,15.77,4.98,5.22,4.4,NA,7.76,20.82,NA,no,success,no,no,urban.no
5/8/2017,2017,,05URBN17_KK,KK,05URBN17,Urban,Radford,,271176061,NA,not in data files,WGGS,NA,,,8,SOSP,12,NA,NA,,18,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
5/8/2017,2017,,05URBN17_RR,RR,05URBN17,Urban,Radford,,271176062,NA,not in data files,WGGS,NA,,,8,SOSP,11.5,NA,NA,,17.1,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
5/8/2017,2017,,05URBN17_BB,BB,05URBN17,Urban,Radford,,271176117,NA,not in data files,WGGS,NA,,,8,SOSP,8.3,NA,NA,,15.4,NA,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
5/8/2017,2017,,05URBN17_GG,GG,05URBN17,Urban,Radford,,271176169,NA,not in data files,WGGS,NA,,,8,SOSP,12.6,NA,NA,,17.4,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
5/10/2017,2017,,05URBN17_KK,KK,05URBN17,Urban,Radford,,271176061,NA,not in data files,WGGS,NA,,,10,SOSP,11.8,NA,NA,,19,NA,NA,NA,29.4,12.6,NA,5.2,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
5/10/2017,2017,,05URBN17_RR,RR,05URBN17,Urban,Radford,,271176062,NA,not in data files,WGGS,NA,,,10,SOSP,14.1,NA,NA,,19.9,NA,NA,NA,31.9,12.3,NA,3.4,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
5/10/2017,2017,,05URBN17_BB,BB,05URBN17,Urban,Radford,,271176117,NA,not in data files,WGGS,NA,,,10,SOSP,10,NA,NA,,17.6,NA,NA,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
5/10/2017,2017,,05URBN17_GG,GG,05URBN17,Urban,Radford,,271176169,NA,not in data files,WGGS,NA,,,10,SOSP,14.3,NA,NA,,19.4,NA,NA,NA,32.9,22.4,NA,3.4,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/2/2017,2017,,05VNB17_KK,KK,05VNB17,Urban,South VT,,277149446,N,271176102,GGYS,NA,,,1,SOSP,4,NA,NA,,7.6,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/2/2017,2017,,05VNB17_KD,KD,05VNB17,Urban,South VT,,277149452,N,271176102,GGYS,NA,,,1,SOSP,2.4,NA,NA,,5.8,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/2/2017,2017,,05VNB17_GG,GG,05VNB17,Urban,South VT,,277149453,N,271176102,GGYS,NA,,,1,SOSP,4,NA,NA,,8.2,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/2/2017,2017,,05VNB17_RR,RR,05VNB17,Urban,South VT,,277149454,N,271176102,GGYS,NA,,,1,SOSP,3.8,NA,NA,,7.2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/2/2017,2017,,05VNB17_DD,DD,05VNB17,Urban,South VT,,277149455,N,271176102,GGYS,NA,,,1,SOSP,1.8,NA,NA,,6.1,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/4/2017,2017,,05VNB17_KK,KK,05VNB17,Urban,South VT,,277149446,N,271176102,GGYS,NA,,,3,SOSP,8,NA,NA,,13.4,NA,NA,NA,13.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/4/2017,2017,,05VNB17_KD,KD,05VNB17,Urban,South VT,,277149452,N,271176102,GGYS,NA,,,3,SOSP,5.6,NA,NA,,10.4,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/4/2017,2017,,05VNB17_GG,GG,05VNB17,Urban,South VT,,277149453,N,271176102,GGYS,NA,,,3,SOSP,7.4,NA,NA,,12.7,NA,NA,NA,12,1.3,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/4/2017,2017,,05VNB17_RR,RR,05VNB17,Urban,South VT,,277149454,N,271176102,GGYS,NA,,,3,SOSP,7.5,NA,NA,,12.7,NA,NA,NA,12.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/4/2017,2017,,05VNB17_DD,DD,05VNB17,Urban,South VT,,277149455,N,271176102,GGYS,NA,,,3,SOSP,4.1,NA,NA,,9,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/7/2017,2017,,05VNB17_KK,KK,05VNB17,Urban,South VT,,277149446,N,271176102,GGYS,NA,,,6,SOSP,13.1,NA,NA,,17.9,NA,NA,NA,26.2,15.8,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/7/2017,2017,,05VNB17_KD,KD,05VNB17,Urban,South VT,,277149452,N,271176102,GGYS,NA,,,6,SOSP,10.5,NA,NA,,16.7,NA,NA,NA,22.1,11,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/7/2017,2017,,05VNB17_GG,GG,05VNB17,Urban,South VT,,277149453,N,271176102,GGYS,NA,,,6,SOSP,11.9,NA,NA,,18.4,NA,NA,NA,25.6,13.7,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/7/2017,2017,,05VNB17_RR,RR,05VNB17,Urban,South VT,,277149454,N,271176102,GGYS,NA,,,6,SOSP,13.5,NA,NA,,19.1,NA,NA,NA,27,14.1,NA,1.3,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/7/2017,2017,,05VNB17_DD,DD,05VNB17,Urban,South VT,,277149455,N,271176102,GGYS,NA,,,6,SOSP,8.8,NA,NA,,15.5,NA,NA,NA,18.4,8.9,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/9/2017,2017,,05VNB17_KK,KK,05VNB17,Urban,South VT,,277149446,N,271176102,GGYS,NA,,,8,SOSP,14.6,NA,NA,,20.6,NA,NA,NA,33.1,23,NA,3.2,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/9/2017,2017,,05VNB17_KD,KD,05VNB17,Urban,South VT,,277149452,N,271176102,GGYS,NA,,,8,SOSP,13,NA,NA,,19,NA,NA,NA,31.1,19.3,NA,4.6,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/9/2017,2017,,05VNB17_GG,GG,05VNB17,Urban,South VT,,277149453,N,271176102,GGYS,NA,,,8,SOSP,14.5,NA,NA,,19.6,NA,NA,NA,34.1,21,NA,4.3,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/9/2017,2017,,05VNB17_RR,RR,05VNB17,Urban,South VT,,277149454,N,271176102,GGYS,NA,,,8,SOSP,15.9,NA,NA,,20.7,NA,NA,NA,34.9,23.3,NA,4.4,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/9/2017,2017,,05VNB17_DD,DD,05VNB17,Urban,South VT,,277149455,N,271176102,GGYS,NA,,,8,SOSP,10.3,NA,NA,,17.4,NA,NA,NA,26.2,15.5,NA,1.5,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
5/28/2018,2018,6:30,05VNB18_KK,KK,05VNB18,Urban,South VT,201822SOSP,277149487,277149480,277149479,,NA,?,?,8,SOSP,13.2,19.3,19.3,19.5,19.36666667,NA,NA,NA,24.8,13.3,NA,NA,4.2,5.2,4,NA,NA,14.4,SJL,yes,success,no,no,urban.yes
5/28/2018,2018,6:30,05VNB18_GG,GG,05VNB18,Urban,South VT,201821SOSP,277149488,277149480,277149479,,NA,?,?,8,SOSP,13.4,18.2,18.4,18,18.2,NA,NA,NA,24.6,12.3,NA,NA,4.1,3.4,4.6,NA,NA,14,SJL,yes,success,no,no,urban.yes
5/28/2018,2018,6:30,05VNB18_DD,DD,05VNB18,Urban,South VT,201823SOSP,277149489,277149480,277149479,,NA,?,?,8,SOSP,13.5,18.5,19,18.4,18.63333333,NA,NA,NA,24.6,12,NA,NA,4.6,3.9,4.8,NA,NA,14.8,SJL,yes,success,no,no,urban.yes
5/30/2018,2018,13:46,05VNB18_KK,KK,05VNB18,Urban,South VT,201822SOSP,277149487,277149480,277149479,,NA,?,?,10,SOSP,14.6,20.8,20.5,20.7,20.66666667,NA,NA,NA,36.5,24.3,11.4,13,4.6,4.8,5,NA,NA,14.6,SJL,yes,success,no,no,urban.yes
5/30/2018,2018,13:46,05VNB18_GG,GG,05VNB18,Urban,South VT,201821SOSP,277149488,277149480,277149479,,NA,?,?,10,SOSP,16,20.6,20.8,20.3,20.56666667,NA,NA,NA,33.4,22.4,9.1,13.7,5.1,5,5.3,NA,NA,16,SJL,yes,success,no,no,urban.yes
5/30/2018,2018,13:46,05VNB18_DD,DD,05VNB18,Urban,South VT,201823SOSP,277149489,277149480,277149479,,NA,?,?,10,SOSP,14.5,20.8,20.5,20.7,20.66666667,NA,NA,NA,34.9,21.1,10.5,11.5,4.6,6.5,5.1,NA,NA,14.5,SJL,yes,success,no,no,urban.yes
6/23/2022,2022,,06CMT22_RR,RR,06CMT22,Urban,North VT,,NA,,,,NA,2,3,3,SOSP,6.8,11.12,11.18,11.26,11.18666667,10.01,10.15,10.03,10.06333333,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,,,,urban.no
6/26/2022,2022,,06CMT22_RR,RR,06CMT22,Urban,North VT,,NA,,,,NA,5,6,6,SOSP,14.3,18.51,18.47,18.43,18.47,22.94,22.86,22.75,22.85,11.17,NA,NA,4.49,4.53,4.39,1.73,NA,16.3,CMT,no,,,,urban.no
6/4/2018,2018,13:30,06CRL18_KK,KK,06CRL18,Urban,North VT,201848SOSP,NA,NA,271176096,,NA,0,1,1,SOSP,2.5,6.7,6.6,6.2,6.5,NA,NA,NA,6.1,NA,NA,NA,3.4,2.5,3,NA,NA,9.4,SJL,yes,success,no,yes,urban.yes
6/4/2018,2018,13:30,06CRL18_DD,DD,06CRL18,Urban,North VT,201849SOSP,NA,NA,271176096,,NA,0,1,1,SOSP,2.7,6.6,6.5,7,6.7,NA,NA,NA,6.7,NA,NA,NA,2.1,3.1,2.3,NA,NA,10,SJL,yes,success,no,yes,urban.yes
6/6/2018,2018,11:27,06CRL18_KK,KK,06CRL18,Urban,North VT,201848SOSP,NA,NA,271176096,,NA,2,3,3,SOSP,4.8,9.6,8.8,9,9.133333333,NA,NA,NA,7.4,1.2,NA,NA,2.6,2.9,3.7,NA,NA,10.4,SJL,yes,success,no,yes,urban.yes
6/6/2018,2018,11:27,06CRL18_DD,DD,06CRL18,Urban,North VT,201849SOSP,NA,NA,271176096,,NA,2,3,3,SOSP,5,10.1,9.9,9.7,9.9,NA,NA,NA,9,0.5,NA,NA,3.1,3,3.7,NA,NA,9.6,SJL,yes,success,no,yes,urban.yes
6/8/2018,2018,12:16,06CRL18_KK,KK,06CRL18,Urban,North VT,201848SOSP,NA,NA,271176096,,NA,4,5,5,SOSP,9.3,14.3,14.3,14,14.2,NA,NA,NA,16,5,NA,NA,3.4,3.9,3.6,NA,NA,10.1,SJL,yes,success,no,yes,urban.yes
6/8/2018,2018,12:16,06CRL18_DD,DD,06CRL18,Urban,North VT,201849SOSP,NA,NA,271176096,,NA,4,5,5,SOSP,9.9,15.1,15.4,15.3,15.26666667,NA,NA,NA,14.8,4.7,NA,NA,3.5,3.8,3.8,NA,NA,12.3,SJL,yes,success,no,yes,urban.yes
6/10/2018,2018,12:36,06CRL18_KK,KK,06CRL18,Urban,North VT,201848SOSP,NA,NA,271176096,,NA,6,7,7,SOSP,13.2,18.7,18.7,17.9,18.43333333,NA,NA,NA,24.7,11.6,10.4,0.8,4.9,4.2,3.9,NA,NA,14.6,SJL,yes,success,no,yes,urban.yes
6/10/2018,2018,12:36,06CRL18_DD,DD,06CRL18,Urban,North VT,201849SOSP,NA,NA,271176096,,NA,6,7,7,SOSP,13.5,18.5,19,18.7,18.73333333,NA,NA,NA,22.8,12.7,11.8,1.1,4.5,4.7,4.5,NA,NA,14.6,SJL,yes,success,no,yes,urban.yes
5/26/2017,2017,,06URBN17_DD,DD,06URBN17,Urban,North VT,,271176197,KWSY,271176148,SKWG,NA,,,0,SOSP,1.5,NA,NA,,5.2,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,yes,success,no,yes,urban.yes
5/28/2017,2017,11:30,06URBN17_KK,KK,06URBN17,Urban,North VT,,271176196,KWSY,271176148,SKWG,NA,,,2,SOSP,2.7,NA,NA,,6.4,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,yes,success,no,yes,urban.yes
5/28/2017,2017,11:30,06URBN17_DD,DD,06URBN17,Urban,North VT,,271176197,KWSY,271176148,SKWG,NA,,,2,SOSP,3.6,NA,NA,,7.8,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,yes,success,no,yes,urban.yes
5/30/2017,2017,10:51,06URBN17_KK,KK,06URBN17,Urban,North VT,,271176196,KWSY,271176148,SKWG,NA,,,4,SOSP,5.8,NA,NA,,10.5,NA,NA,NA,9.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,SJL,yes,success,no,yes,urban.yes
5/30/2017,2017,10:51,06URBN17_DD,DD,06URBN17,Urban,North VT,,271176197,KWSY,271176148,SKWG,NA,,,4,SOSP,8,NA,NA,,12.5,NA,NA,NA,12.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,SJL,yes,success,no,yes,urban.yes
6/1/2017,2017,11:15,06URBN17_KK,KK,06URBN17,Urban,North VT,,271176196,KWSY,271176148,SKWG,NA,,,6,SOSP,10.6,NA,NA,,15,NA,NA,NA,18,7.9,NA,NA,NA,NA,NA,NA,NA,NA,SJL,yes,success,no,yes,urban.yes
6/1/2017,2017,11:15,06URBN17_DD,DD,06URBN17,Urban,North VT,,271176197,KWSY,271176148,SKWG,NA,,,6,SOSP,14.1,NA,NA,,16.5,NA,NA,NA,19.8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,SJL,yes,success,no,yes,urban.yes
6/3/2017,2017,,06URBN17_KK,KK,06URBN17,Urban,North VT,,271176196,KWSY,271176148,SKWG,NA,,,8,SOSP,14.5,NA,NA,,18.4,NA,NA,NA,26.3,14.7,NA,2.3,NA,NA,NA,NA,NA,NA,SJL,yes,success,no,yes,urban.yes
6/3/2017,2017,,06URBN17_DD,DD,06URBN17,Urban,North VT,,271176197,KWSY,271176148,SKWG,NA,,,8,SOSP,16.7,NA,NA,,21.4,NA,NA,NA,30.7,18.3,NA,3.6,NA,NA,NA,NA,NA,NA,SJL,yes,success,no,yes,urban.yes
6/1/2017,2017,11:00,06VNB17_DD,DD,06VNB17,Urban,South VT,,271176113,N,271176025,RGSW,NA,,,3,SOSP,7.9,NA,NA,,12.6,NA,NA,NA,12.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/1/2017,2017,11:00,06VNB17_GG,GG,06VNB17,Urban,South VT,,271176171,N,271176025,RGSW,NA,,,3,SOSP,6.9,NA,NA,,11.8,NA,NA,NA,11.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/1/2017,2017,11:00,06VNB17_KK,KK,06VNB17,Urban,South VT,,271176175,N,271176025,RGSW,NA,,,3,SOSP,7.6,NA,NA,,13.4,NA,NA,NA,13.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/1/2017,2017,11:00,06VNB17_RR,RR,06VNB17,Urban,South VT,,271176192,N,271176025,RGSW,NA,,,3,SOSP,7.6,NA,NA,,13.6,NA,NA,NA,13.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/3/2017,2017,,06VNB17_DD,DD,06VNB17,Urban,South VT,,271176113,N,271176025,RGSW,NA,,,5,SOSP,12.3,NA,NA,,17.4,NA,NA,NA,22.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/3/2017,2017,,06VNB17_GG,GG,06VNB17,Urban,South VT,,271176171,N,271176025,RGSW,NA,,,5,SOSP,11.5,NA,NA,,17.4,NA,NA,NA,19.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/3/2017,2017,,06VNB17_KK,KK,06VNB17,Urban,South VT,,271176175,N,271176025,RGSW,NA,,,5,SOSP,12.6,NA,NA,,17.5,NA,NA,NA,22,9.6,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/3/2017,2017,,06VNB17_RR,RR,06VNB17,Urban,South VT,,271176192,N,271176025,RGSW,NA,,,5,SOSP,11.1,NA,NA,,17.2,NA,NA,NA,21.7,10,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/7/2017,2017,,06VNB17_DD,DD,06VNB17,Urban,South VT,,271176113,N,271176025,RGSW,NA,,,7,SOSP,15.5,NA,NA,,20.1,NA,NA,NA,37.5,26.6,NA,16.1,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/7/2017,2017,,06VNB17_GG,GG,06VNB17,Urban,South VT,,271176171,N,271176025,RGSW,NA,,,7,SOSP,14.2,NA,NA,,21.2,NA,NA,NA,36.1,25.5,NA,13.3,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/7/2017,2017,,06VNB17_KK,KK,06VNB17,Urban,South VT,,271176175,N,271176025,RGSW,NA,,,7,SOSP,15,NA,NA,,20,NA,NA,NA,38.7,27,NA,16,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
6/7/2017,2017,,06VNB17_RR,RR,06VNB17,Urban,South VT,,271176192,N,271176025,RGSW,NA,,,7,SOSP,14.6,NA,NA,,20.7,NA,NA,NA,38.1,26.2,NA,15.5,NA,NA,NA,NA,NA,NA,SJL,no,success,no,no,urban.no
5/31/2018,2018,11:10,06VNB18_RR,RR,06VNB18,Urban,South VT,201835SOSP,277149502,277149494,277149491,,NA,1,2,2,SOSP,5.1,9.7,9.8,9.7,9.733333333,NA,NA,NA,8.8,0.8,NA,NA,3.3,2.5,2.4,NA,NA,10.9,SJL,no,success,no,no,urban.no
5/31/2018,2018,11:10,06VNB18_KK,KK,06VNB18,Urban,South VT,201833SOSP,277149503,277149494,277149491,,NA,1,2,2,SOSP,6.4,10.7,10.6,10.7,10.66666667,NA,NA,NA,10.5,1.2,NA,NA,3.8,3.3,4,NA,NA,12.6,SJL,no,success,no,no,urban.no
5/31/2018,2018,11:10,06VNB18_DD,DD,06VNB18,Urban,South VT,201834SOSP,277149504,277149494,277149491,,NA,1,2,2,SOSP,5.5,9.6,9.5,9.9,9.666666667,NA,NA,NA,8.1,NA,NA,NA,3.4,2.8,3.4,NA,NA,8.1,SJL,no,success,no,no,urban.no
5/31/2018,2018,11:10,06VNB18_GG,GG,06VNB18,Urban,South VT,201836SOSP,NA,277149494,277149491,,NA,1,2,2,SOSP,4.9,8.3,8.5,8.9,8.566666667,NA,NA,NA,8.2,NA,NA,NA,2.8,3,3.6,NA,NA,8.6,SJL,no,success,no,no,urban.no
6/1/2018,2018,~,06VNB18_RR,RR,06VNB18,Urban,South VT,201835SOSP,277149502,277149494,277149491,,NA,3,4,4,SOSP,9.1,15.7,15.5,15.7,15.63333333,NA,NA,NA,14.8,4.8,NA,NA,3.9,3.8,4.3,NA,NA,NA,SJL,no,success,no,no,urban.no
6/1/2018,2018,~,06VNB18_KK,KK,06VNB18,Urban,South VT,201833SOSP,277149503,277149494,277149491,,NA,3,4,4,SOSP,11,15.9,16.2,16,16.03333333,NA,NA,NA,17.1,6.1,NA,NA,3.6,3.7,4.4,NA,NA,NA,SJL,no,success,no,no,urban.no
6/1/2018,2018,~,06VNB18_DD,DD,06VNB18,Urban,South VT,201834SOSP,277149504,277149494,277149491,,NA,3,4,4,SOSP,9.2,14.6,14.6,15,14.73333333,NA,NA,NA,13.9,3.4,NA,NA,3.4,3.2,4,NA,NA,NA,SJL,no,success,no,no,urban.no
6/1/2018,2018,~,06VNB18_GG,GG,06VNB18,Urban,South VT,2018362018,NA,277149494,277149491,,NA,3,4,4,SOSP,8.5,13.4,13.9,13.9,13.73333333,NA,NA,NA,14.6,3.8,NA,NA,2.9,4.6,3.7,NA,NA,NA,SJL,no,success,no,no,urban.no
6/4/2018,2018,10:40,06VNB18_RR,RR,06VNB18,Urban,South Vt,201835SOSP,277149502,277149494,277149491,,NA,6,7,7,SOSP,11.7,19.1,19,18.8,18.96666667,NA,NA,NA,24.3,11.8,NA,NA,3.9,4.7,3.5,NA,NA,13.9,SJL,no,success,no,no,urban.no
6/4/2018,2018,10:40,06VNB18_KK,KK,06VNB18,Urban,South Vt,201833SOSP,277149503,277149494,277149491,,NA,6,7,7,SOSP,14.6,19.7,19.7,20.4,19.93333333,NA,NA,NA,26.2,13.4,12.8,0.6,3.5,4.4,5,NA,NA,15.1,SJL,no,success,no,no,urban.no
6/4/2018,2018,10:40,06VNB18_DD,DD,06VNB18,Urban,South Vt,201834SOSP,277149504,277149494,277149491,,NA,6,7,7,SOSP,12.5,18.7,18.6,18.6,18.63333333,NA,NA,NA,20.2,11.8,NA,NA,4.9,5,4,NA,NA,14,SJL,no,success,no,no,urban.no
6/6/2018,2018,9:15,06VNB18_RR,RR,06VNB18,Urban,South VT,201835SOSP,277149502,277149494,277149491,,NA,8,9,9,SOSP,13.2,20.6,20.5,20.5,20.53333333,NA,NA,NA,33.6,19,13,5.9,4.9,4.6,5.3,NA,NA,15.2,SJL,no,success,no,no,urban.no
6/6/2018,2018,9:15,06VNB18_KK,KK,06VNB18,Urban,South VT,201833SOSP,277149503,277149494,277149491,,NA,8,9,9,SOSP,15.8,21,20.8,21.2,21,NA,NA,NA,33.6,22,17.5,5.9,4.3,4.6,4.4,NA,NA,16.5,SJL,no,success,no,no,urban.no
6/6/2018,2018,9:15,06VNB18_DD,DD,06VNB18,Urban,South VT,201834SOSP,277149504,277149494,277149491,,NA,8,9,9,SOSP,13.2,20.5,20.8,20.4,20.56666667,NA,NA,NA,29.6,18,15.8,2,4.4,5.9,4.2,NA,NA,11.6,SJL,no,success,no,no,urban.no
5/4/2022,2022,,07IJV22_RR,RR,07IJV22,Urban,Radford,,NA,,,,NA,NA,NA,NA,SOSP,4.9,10.07,10.03,10.01,10.03666667,8.82,NA,NA,8.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,no,,,,urban.no
5/4/2022,2022,,07IJV22_GG,GG,07IJV22,Urban,Radford,,NA,,,,NA,NA,NA,NA,SOSP,4.1,9.07,8.63,8.65,8.783333333,7.54,NA,NA,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,no,,,,urban.no
5/4/2022,2022,,07IJV22_DD,DD,07IJV22,Urban,Radford,,NA,,,,NA,NA,NA,NA,SOSP,4.5,8.81,8.84,9,8.883333333,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,no,,,,urban.no
5/11/2022,2022,,07IJV22_RR,RR,07IJV22,Urban,Radford,,289196759,,,,NA,9,9,9,SOSP,16.7,20.91,20.8,21.06,20.92333333,33.37,35.34,34.08,34.26333333,24.18,12.53,12.56,4.94,4.79,5.1,6.65,4.86,18.56,IJV,no,,,,urban.no
